,pl_name,sy_snum,discoverymethod,disc_year,pl_radj,pl_bmassj
1641,WASP-83 b,1,Transit,2015.0,1.04,0.3025
1642,WASP-84 b,1,Transit,2014.0,0.949,0.693
1643,WASP-84 c,1,Transit,2023.0,0.174,0.048
1644,WASP-85 A b,2,Transit,2016.0,1.24,1.265
1645,WASP-87 b,2,Transit,2016.0,1.385,2.18
1646,WASP-88 b,1,Transit,2014.0,1.7,0.56
1647,WASP-89 b,1,Transit,2015.0,1.04,5.85
1648,WASP-90 b,1,Transit,2016.0,1.63,0.63
1649,WASP-91 b,1,Transit,2017.0,1.03,1.34
1650,WASP-92 b,1,Transit,2016.0,1.461,0.805
1651,WASP-93 b,1,Transit,2016.0,1.597,1.47
1652,WASP-94 A b,2,Transit,2014.0,1.72,0.456
1653,WASP-95 b,1,Transit,2014.0,1.21,1.204
1654,WASP-96 b,1,Transit,2014.0,1.2,0.48
1655,WASP-97 b,1,Transit,2014.0,1.13,1.323
1656,WASP-98 b,2,Transit,2014.0,1.1,0.848
1657,WASP-99 b,1,Transit,2014.0,1.1,2.78
1658,WD 1856+534 b,3,Transit,2020.0,0.9369129249999999,9.5
1659,WISEP J121756.91+162640.2 A b,1,Imaging,2012.0,0.934,22.0
1660,WISPIT 2 b,1,Imaging,2025.0,1.6,4.9
1661,WISPIT 2 c,1,Imaging,2026.0,1.6,10.0
1662,WTS-1 b,1,Transit,2012.0,1.49,4.01
1663,WTS-2 b,1,Transit,2014.0,1.363,1.195
1664,Wendelstein-1 b,1,Transit,2020.0,1.0314,0.592
1665,Wendelstein-2 b,1,Transit,2020.0,1.1592,0.731
1666,Wolf 327 b,1,Transit,2024.0,0.11062558,0.00796027
1667,Wolf 503 b,1,Transit,2018.0,0.18226457,0.019711895
1668,XO-1 b,1,Transit,2006.0,1.206,0.913
1669,XO-2 N b,2,Transit,2007.0,0.993,0.566
1670,XO-3 b,1,Transit,2007.0,1.284,11.809999999999999
1671,XO-4 b,1,Transit,2010.0,1.29,1.547
1672,XO-5 b,1,Transit,2008.0,1.109,1.084
1673,XO-6 b,1,Transit,2016.0,2.07,4.4
1674,XO-7 b,1,Transit,2019.0,1.3715000000000002,0.7095
1675,ZTF J1230-2655 b,1,Transit,2025.0,1.23,22.1
1676,ZTF J1828+2308 b,1,Transit,2025.0,0.993,20.0
1677,bet Pic b,1,Imaging,2008.0,1.575,13.5
1678,kap And b,1,Imaging,2012.0,1.42,17.3
1679,pi Men c,1,Transit,2018.0,0.18378089,0.01422144
