,pl_name,sy_snum,discoverymethod,disc_year,pl_radj,pl_bmassj
433,K2-38 b,1,Transit,2016.0,0.13828198,0.02422691
434,K2-38 c,1,Transit,2016.0,0.210099205,0.025170815
435,K2-39 b,1,Transit,2016.0,0.56548537,0.121763505
436,K2-415 b,1,Transit,2023.0,0.09055239,0.02359764
437,K2-416 b,1,Transit,2023.0,0.23730971,5.2
438,K2-417 b,1,Transit,2023.0,0.29529893,2.2
439,K2-419 A b,2,Transit,2024.0,0.941,0.617
440,K2-55 b,1,Transit,2016.0,0.39521881,0.13843948
441,K2-60 b,1,Transit,2016.0,0.683,0.426
442,K2-66 b,1,Transit,2016.0,0.233740955,0.058679295
443,K2-73 b,1,Transit,2016.0,0.23017258,0.02894644
444,K2-77 b,1,Transit,2016.0,0.20519226,1.9
445,K2-79 b,1,Transit,2016.0,0.36488599,0.02375496
446,K2-85 b,1,Transit,2016.0,0.12489985,0.01006833
447,K2-97 b,1,Transit,2016.0,1.31,0.5145
448,K2-98 b,1,Transit,2016.0,0.4398259,0.10131202
449,K2-99 b,1,Transit,2016.0,1.10357938,0.90300298
450,KELT-1 b,1,Transit,2012.0,1.11,27.23
451,KELT-10 b,1,Transit,2016.0,1.404,0.6795
452,KELT-11 b,1,Transit,2017.0,1.35,0.195
453,KELT-12 b,1,Transit,2017.0,1.78,0.95
454,KELT-14 b,1,Transit,2016.0,1.6315,1.24
455,KELT-15 b,2,Transit,2016.0,1.5915,1.11
456,KELT-16 b,2,Transit,2017.0,1.399,2.73
457,KELT-17 b,1,Transit,2016.0,1.525,1.31
458,KELT-18 b,2,Transit,2017.0,1.57,1.18
459,KELT-19 A b,2,Transit,2017.0,1.91,4.07
460,KELT-2 A b,2,Transit,2012.0,1.29,1.527
461,KELT-20 b,1,Transit,2017.0,1.7855,10.191
462,KELT-21 b,1,Transit,2018.0,1.586,3.91
463,KELT-23 A b,2,Transit,2019.0,1.323,0.938
464,KELT-24 b,2,Transit,2019.0,1.272,4.59
465,KELT-3 b,2,Transit,2013.0,1.3475000000000001,1.4775
466,KELT-4 A b,3,Transit,2016.0,1.6995,0.901
467,KELT-6 b,1,Transit,2014.0,1.18,0.442
468,KELT-7 b,1,Transit,2015.0,1.5665,1.335
469,KELT-8 b,1,Transit,2015.0,1.86,0.858
470,KELT-9 b,2,Transit,2017.0,1.837,2.66
471,KOI-12 b,1,Transit,2015.0,1.43,5.32
472,KOI-1257 b,2,Transit,2014.0,0.94,1.45
473,KOI-13 b,3,Transit,2011.0,1.512,8.3
474,KOI-134 b,1,Transit,2025.0,1.074,1.09
475,KOI-142 b,1,Transit,2013.0,0.337,0.03
476,KOI-1599.01,1,Transit,2019.0,0.16950665,0.01447315
477,KOI-1599.02,1,Transit,2019.0,0.16950665,0.02831702
478,KOI-1783.01,1,Transit,2020.0,0.79043626,0.22338986
479,KOI-1783.02,1,Transit,2020.0,0.48532429,0.04719504
480,KOI-1831 d,1,Transit,2018.0,0.10081202,0.00701636
481,KOI-1833 d,1,Transit,2021.0,0.23017258,0.0346728
482,KOI-1843.03,1,Transit,2013.0,0.05442065,0.02517081
483,KOI-2513.01,1,Transit,2023.0,0.25,23.0
484,KOI-3503 b,1,Transit,2021.0,0.10616487,0.02894644
485,KOI-3503 c,1,Transit,2021.0,0.10794916,0.03259621
486,KOI-351 g,1,Transit,2013.0,0.704277515,0.43572018500000004
487,KOI-351 h,1,Transit,2013.0,1.006918965,0.9708733549999999
488,KOI-3680 b,1,Transit,2018.0,0.99,1.93
489,KOI-4777.01,1,Transit,2022.0,0.04549923,0.3121181
490,KOI-94 b,2,Transit,2013.0,0.14956640999999998,0.02552549
491,KOI-94 c,2,Transit,2013.0,0.34472358,0.02454142
492,KOI-94 d,2,Transit,2013.0,0.91988739,0.25045537
493,KOI-94 e,2,Transit,2013.0,0.565316955,0.067733065
494,KPS-1 b,1,Transit,2018.0,1.03,1.09
495,Kepler-10 b,1,Transit,2011.0,0.13114484,0.011386395
496,Kepler-10 c,1,Transit,2011.0,0.20982647999999998,0.040981925
497,Kepler-100 b,1,Transit,2014.0,0.119547,0.01713162
498,Kepler-100 c,1,Transit,2014.0,0.20238059,0.017387055
499,Kepler-100 d,1,Transit,2014.0,0.14051649,0.00750888
500,Kepler-101 b,1,Transit,2014.0,0.51,0.16
501,Kepler-101 c,1,Transit,2014.0,0.112,0.01
502,Kepler-102 b,1,Transit,2014.0,0.04151926,0.00849512
503,Kepler-102 c,1,Transit,2014.0,0.05129222,0.007393904999999999
504,Kepler-102 d,1,Transit,2014.0,0.1045,0.010719530000000001
505,Kepler-102 e,1,Transit,2013.0,0.198,0.01491646
506,Kepler-102 f,1,Transit,2014.0,0.07790670499999999,0.01494513
507,Kepler-103 b,1,Transit,2014.0,0.30598693,0.033858965000000005
508,Kepler-103 c,1,Transit,2014.0,0.48639124,0.116780685
509,Kepler-104 b,2,Transit,2014.0,0.24566487,0.046645635000000005
510,Kepler-104 c,2,Transit,2014.0,0.21054546,0.02247458
511,Kepler-104 d,2,Transit,2014.0,0.23507936,0.01743092
512,Kepler-105 b,1,Transit,2013.0,0.358855935,0.0249903
513,Kepler-105 c,1,Transit,2014.0,0.13560543,0.01289998
514,Kepler-106 b,1,Transit,2014.0,0.073,0.01667558
515,Kepler-106 c,1,Transit,2014.0,0.21797712,0.03746014
516,Kepler-106 d,1,Transit,2014.0,0.085,0.02548532
517,Kepler-106 e,1,Transit,2014.0,0.23091518,0.027868215000000002
518,Kepler-107 b,1,Transit,2014.0,0.13703285999999998,0.01149989
519,Kepler-107 c,1,Transit,2014.0,0.14247492,0.03050381
520,Kepler-107 d,1,Transit,2014.0,0.076724125,0.018091495
521,Kepler-107 e,1,Transit,2014.0,0.25898853499999996,0.035711025
522,Kepler-109 b,1,Transit,2014.0,0.211,0.01541712
523,Kepler-109 c,1,Transit,2014.0,0.2265148,0.02580009
524,Kepler-11 b,1,Transit,2010.0,0.16614561,0.014
525,Kepler-11 c,1,Transit,2010.0,0.26409623000000004,0.027035005
526,Kepler-11 d,1,Transit,2010.0,0.29440628,0.02139509
527,Kepler-11 e,1,Transit,2010.0,0.36015764,0.025
528,Kepler-11 f,1,Transit,2010.0,0.23195646,0.007
529,Kepler-11 g,1,Transit,2010.0,0.32010047,0.079
530,Kepler-111 c,1,Transit,2014.0,0.632,0.7
531,Kepler-113 b,1,Transit,2014.0,0.170258785,0.030340705
532,Kepler-113 c,1,Transit,2014.0,0.21574407,0.01534561
533,Kepler-114 b,1,Transit,2014.0,0.091,0.021
534,Kepler-114 c,1,Transit,2013.0,0.129,0.0675
535,Kepler-114 d,1,Transit,2013.0,0.226,0.012
536,Kepler-117 b,1,Transit,2014.0,0.719,0.094
537,Kepler-117 c,1,Transit,2014.0,1.101,1.84
538,Kepler-12 b,1,Transit,2011.0,1.7005,0.4315
539,Kepler-120 b,1,Transit,2014.0,0.206,0.027
540,Kepler-122 e,1,Transit,2014.0,0.18,0.087
541,Kepler-122 f,1,Transit Timing Variations,2014.0,0.156,0.113
542,Kepler-123 b,1,Transit,2014.0,0.227,0.174
543,Kepler-126 b,1,Transit,2014.0,0.14086919,0.0129436
544,Kepler-126 c,1,Transit,2014.0,0.1434564,0.00402415
545,Kepler-126 d,1,Transit,2014.0,0.22642558,0.17175992
546,Kepler-128 b,1,Transit,2013.0,0.113886675,0.054462335
547,Kepler-128 c,1,Transit,2013.0,0.110273395,0.057817335
548,Kepler-129 b,1,Transit,2014.0,0.209251855,0.047544965
549,Kepler-129 c,1,Transit,2014.0,0.21928845,0.10746952500000001
550,Kepler-131 b,1,Transit,2014.0,0.19956902999999998,0.03628414
551,Kepler-131 c,1,Transit,2014.0,0.075,0.026
552,Kepler-136 b,2,Transit,2014.0,0.161,0.062
553,Kepler-138 b,1,Transit,2014.0,0.05981805,0.0004043
554,Kepler-138 c,1,Transit,2014.0,0.144,0.00723661
555,Kepler-138 d,1,Transit,2014.0,0.139356705,0.003340605
556,Kepler-139 b,1,Transit,2014.0,0.2120621,0.01663759
557,Kepler-139 c,1,Transit,2014.0,0.21866395,0.07317092
558,Kepler-139 d,1,Transit,2023.0,0.15121803,0.01465595
559,Kepler-14 b,2,Transit,2011.0,1.1309999999999998,8.04
560,Kepler-145 b,1,Transit,2013.0,0.236,0.117
561,Kepler-145 c,1,Transit,2013.0,0.385,0.25
562,Kepler-15 b,1,Transit,2011.0,0.96,0.66
563,Kepler-1513 b,1,Transit,2016.0,0.76670665,0.152
564,Kepler-1514 b,1,Transit,2016.0,1.108,5.28
565,Kepler-16 b,2,Transit,2011.0,0.7538,0.333
566,Kepler-161 b,1,Transit,2014.0,0.172,0.038
567,Kepler-161 c,1,Transit,2014.0,0.167,0.037
568,Kepler-1647 b,2,Transit,2016.0,1.0593184,1.51968033
569,Kepler-1654 b,1,Transit,2018.0,0.819,0.5
570,Kepler-1655 b,1,Transit,2018.0,0.19743081,0.01636099
571,Kepler-1656 b,1,Transit,2018.0,0.4478544,0.15291193
572,Kepler-1661 b,2,Transit,2020.0,0.34525827,0.05348771
573,Kepler-167 e,2,Transit,2016.0,0.90641605,1.01
574,Kepler-17 b,1,Transit,2011.0,1.31,2.45
575,Kepler-170 b,1,Transit,2014.0,0.275,0.26
576,Kepler-1704 b,1,Transit,2021.0,1.066,4.16
577,Kepler-1705 b,1,Transit,2021.0,0.18110478,0.01406419
578,Kepler-1705 c,1,Transit,2021.0,0.18288907,0.01705323
579,Kepler-1708 b,1,Transit,2021.0,0.88857321,4.6
580,Kepler-1710 b,1,Transit,2021.0,0.23079708,0.01099626
581,Kepler-176 c,1,Transit,2014.0,0.228,0.072
582,Kepler-176 d,1,Transit,2014.0,0.22,0.048
583,Kepler-177 b,1,Transit,2013.0,0.27656348,0.01699021
584,Kepler-177 c,1,Transit,2013.0,0.65126238,0.04247554
585,Kepler-18 b,1,Transit,2011.0,0.16969422499999998,0.030989805
586,Kepler-18 c,1,Transit,2011.0,0.466,0.058
587,Kepler-18 d,1,Transit,2011.0,0.563142075,0.0505
588,Kepler-183 c,1,Transit,2014.0,0.199,0.112
589,Kepler-184 c,1,Transit,2014.0,0.174,0.028
590,Kepler-1876 b,1,Transit,2021.0,0.07609969,0.00755124
591,Kepler-189 c,1,Transit,2014.0,0.214,0.071
592,Kepler-19 b,1,Transit,2011.0,0.19707412,0.0232776
593,Kepler-197 c,2,Transit,2014.0,0.11,0.017
594,Kepler-1972 b,1,Transit,2022.0,0.07154977,0.00635563
595,Kepler-1972 c,1,Transit,2022.0,0.07743791,0.0066388
596,Kepler-20 b,2,Transit,2011.0,0.1683259,0.030225315000000003
597,Kepler-20 c,2,Transit,2011.0,0.26501048,0.041374475
598,Kepler-20 d,2,Transit,2011.0,0.238647715,0.041448095000000004
599,Kepler-20 e,2,Transit,2011.0,0.07532242,0.006195615
600,Kepler-20 f,2,Transit,2011.0,0.08846595,0.024702445
601,Kepler-203 c,1,Transit,2014.0,0.186,2.36
602,Kepler-203 d,1,Transit,2014.0,0.109,0.107
603,Kepler-21 b,2,Transit,2012.0,0.14622179,0.02359764
604,Kepler-211 c,1,Transit,2014.0,0.219,0.058
605,Kepler-215 d,1,Transit,2014.0,0.209,0.074
606,Kepler-219 d,1,Transit,2014.0,0.224,0.06
607,Kepler-22 b,1,Transit,2011.0,0.199674885,0.0708159
608,Kepler-221 c,1,Transit,2014.0,0.239,0.048
609,Kepler-223 b,1,Transit,2014.0,0.23151039,0.017934115
610,Kepler-223 c,1,Transit,2014.0,0.26942635,0.02753044
611,Kepler-223 d,1,Transit,2014.0,0.40324739,0.021867035
612,Kepler-223 e,1,Transit,2014.0,0.41038451,0.01510241
613,Kepler-226 b,1,Transit,2014.0,0.139,0.076
614,Kepler-226 c,1,Transit,2014.0,0.204,0.142
615,Kepler-23 b,1,Transit,2011.0,0.17,0.048
616,Kepler-23 c,1,Transit,2011.0,0.285,0.189
617,Kepler-23 d,1,Transit,2014.0,0.19640324,0.0344849
618,Kepler-231 b,1,Transit,2014.0,0.196,0.111
619,Kepler-231 c,1,Transit,2014.0,0.19,0.076
620,Kepler-238 e,1,Transit,2013.0,0.5,0.534
621,Kepler-238 f,1,Transit,2013.0,0.178,0.042
622,Kepler-24 b,1,Transit,2011.0,0.20947489,0.105
623,Kepler-24 c,1,Transit,2011.0,0.22428444,0.106
624,Kepler-240 c,1,Transit,2014.0,0.203,0.322
625,Kepler-244 d,1,Transit,2014.0,0.207,0.048
626,Kepler-245 c,1,Transit,2014.0,0.212,0.71
627,Kepler-245 d,1,Transit,2014.0,0.295,0.068
628,Kepler-25 b,2,Transit,2011.0,0.24123514,0.03020483
629,Kepler-25 c,2,Transit,2011.0,0.412794,0.07571841
630,Kepler-254 c,1,Transit,2014.0,0.186,0.01
631,Kepler-26 b,1,Transit,2011.0,0.27299516,0.015951925
632,Kepler-26 c,1,Transit,2011.0,0.24266215,0.01950728
633,Kepler-267 b,1,Transit,2014.0,0.188,0.119
634,Kepler-27 b,1,Transit,2011.0,0.4395,4.6209999999999996
635,Kepler-27 c,1,Transit,2011.0,0.5385,6.9335
636,Kepler-272 b,1,Transit,2014.0,0.117,0.245
637,Kepler-272 c,1,Transit,2014.0,0.145,0.308
638,Kepler-276 c,1,Transit,2013.0,0.2555,0.0655
639,Kepler-276 d,1,Transit,2013.0,0.247,0.0545
640,Kepler-277 b,1,Transit,2013.0,0.261,0.2605
641,Kepler-277 c,1,Transit,2013.0,0.3,0.1635
642,Kepler-278 b,1,Transit,2014.0,0.35284207,0.1761957
643,Kepler-278 c,1,Transit,2014.0,0.29155193,0.10980768
644,Kepler-279 c,1,Transit,2013.0,0.437338565,0.089141445
645,Kepler-279 d,1,Transit,2013.0,0.33031015500000005,0.066079255
646,Kepler-28 b,1,Transit,2011.0,0.261,0.028
647,Kepler-28 c,1,Transit,2011.0,0.247,0.034
648,Kepler-282 d,1,Transit,2013.0,0.219,0.192
649,Kepler-282 e,1,Transit,2013.0,0.277,0.177
650,Kepler-289 b,1,Transit,2014.0,0.20707165,0.01732075
651,Kepler-289 c,1,Transit,2014.0,1.03,0.42
652,Kepler-289 d,1,Transit,2014.0,0.25465948,0.01488503
653,Kepler-29 b,1,Transit,2011.0,0.29886698,0.01573168
654,Kepler-29 c,1,Transit,2011.0,0.259,0.01415851
655,Kepler-297 b,1,Transit,2014.0,0.289,0.153
656,Kepler-297 c,1,Transit,2014.0,0.659,0.132
657,Kepler-30 b,1,Transit,2012.0,0.31958524499999996,0.11800000000000001
658,Kepler-30 c,1,Transit,2012.0,1.13285186,3.528
659,Kepler-30 d,1,Transit,2012.0,0.86533433,8.5365
660,Kepler-305 b,1,Transit,2013.0,0.324,0.028
661,Kepler-305 c,1,Transit,2013.0,0.2965,0.0165
662,Kepler-305 d,1,Transit,2014.0,0.2435545,0.02406952
663,Kepler-307 b,1,Transit,2013.0,0.26853421,0.02340874
664,Kepler-307 c,1,Transit,2013.0,0.24266215,0.01145266
665,Kepler-31 c,1,Transit,2011.0,0.4465,2.3965
666,Kepler-31 d,1,Transit,2014.0,0.3479347,6.8
667,Kepler-310 d,1,Transit,2014.0,0.18734945,0.02202435
668,Kepler-317 b,1,Transit,2014.0,0.186,0.345
669,Kepler-32 b,1,Transit,2011.0,0.1985,2.065
670,Kepler-32 c,1,Transit,2011.0,0.179,0.262
671,Kepler-323 b,1,Transit,2014.0,0.13610239,1.0826353850000001
672,Kepler-323 c,1,Transit,2014.0,0.15503313000000002,0.136197595
673,Kepler-326 b,1,Transit,2014.0,0.27,0.14
674,Kepler-326 c,1,Transit,2014.0,0.249,0.055
675,Kepler-326 d,1,Transit,2014.0,0.215,0.022
676,Kepler-327 c,1,Transit,2014.0,0.105,0.064
677,Kepler-328 b,1,Transit,2013.0,0.205,0.09
678,Kepler-328 c,1,Transit,2013.0,0.482,0.124
679,Kepler-33 c,1,Transit,2011.0,0.23195646,0.00122707
680,Kepler-33 d,1,Transit,2011.0,0.41038451,0.01289998
681,Kepler-33 e,1,Transit,2011.0,0.31492551,0.01752509
682,Kepler-33 f,1,Transit,2011.0,0.3568561,0.03036214
683,Kepler-333 b,2,Transit,2014.0,0.144,0.089
684,Kepler-338 b,1,Transit,2014.0,0.217,0.096
685,Kepler-338 e,1,Transit Timing Variations,2014.0,0.139,0.027
686,Kepler-339 c,1,Transit,2014.0,0.103,0.023
687,Kepler-339 d,1,Transit,2014.0,0.105,0.046
688,Kepler-34 b,2,Transit,2011.0,0.764,0.22
689,Kepler-345 b,1,Transit,2014.0,0.07137122,0.00157317
690,Kepler-345 c,1,Transit,2014.0,0.11597823,0.00692194
691,Kepler-349 b,1,Transit,2014.0,0.166,0.297
692,Kepler-35 b,2,Transit,2011.0,0.728,0.127
693,Kepler-350 c,1,Transit,2013.0,0.2515,0.020999999999999998
694,Kepler-350 d,1,Transit,2013.0,0.2265,0.047
695,Kepler-351 b,1,Transit,2014.0,0.27,0.015
696,Kepler-351 c,1,Transit,2014.0,0.282,0.035
697,Kepler-359 c,1,Transit,2014.0,0.42822732,0.00912437
698,Kepler-359 d,1,Transit,2014.0,0.41038451,0.00849511
699,Kepler-36 b,1,Transit,2012.0,0.13364261,0.01227071
700,Kepler-36 c,1,Transit,2012.0,0.32937818,0.025
701,Kepler-363 c,1,Transit,2014.0,0.215,0.209
702,Kepler-37 b,1,Transit,2013.0,0.02763855,0.01
703,Kepler-37 c,1,Transit,2013.0,0.06713361000000001,0.020923145
704,Kepler-37 d,1,Transit,2013.0,0.178,0.0383853
705,Kepler-38 b,2,Transit,2012.0,0.384,0.384
706,Kepler-385 b,1,Transit,2014.0,0.249,0.04
707,Kepler-385 c,1,Transit,2014.0,0.277,0.042
708,Kepler-39 b,1,Transit,2011.0,1.23,19.05
709,Kepler-391 b,1,Transit,2014.0,0.22303545,3.46098705
710,Kepler-391 c,1,Transit,2014.0,0.25693683,1.41585834
711,Kepler-396 b,1,Transit,2013.0,0.312,0.238
712,Kepler-396 c,1,Transit,2013.0,0.473,0.056
713,Kepler-4 b,1,Transit,2009.0,0.3625,0.076
714,Kepler-40 b,1,Transit,2010.0,1.355,2.14
715,Kepler-406 b,1,Transit,2014.0,0.12852488499999998,0.018384925
716,Kepler-406 c,1,Transit,2014.0,0.076,0.009
717,Kepler-407 b,1,Transit,2014.0,0.10357766,0.00607246
718,Kepler-408 b,1,Transit,2014.0,0.073,0.01573168
719,Kepler-409 b,1,Transit,2014.0,0.106,0.01887811
720,Kepler-41 b,1,Transit,2011.0,1.04,0.56
721,Kepler-411 b,2,Transit,2013.0,0.21420287,0.0805462
722,Kepler-411 c,2,Transit,2016.0,0.3944152,0.08306327
723,Kepler-411 d,2,Transit,2018.0,0.29610135,0.04782431
724,Kepler-412 b,1,Transit,2014.0,1.325,0.939
725,Kepler-413 b,2,Transit,2014.0,0.388,0.211
726,Kepler-414 b,1,Transit Timing Variations,2014.0,0.153,0.011
727,Kepler-414 c,1,Transit Timing Variations,2014.0,0.269,0.094
728,Kepler-415 b,1,Transit Timing Variations,2014.0,0.108,0.377
729,Kepler-416 b,1,Transit Timing Variations,2014.0,0.221,0.183
730,Kepler-417 b,1,Transit Timing Variations,2014.0,0.206,0.035
731,Kepler-418 b,1,Transit,2014.0,1.2,1.1
732,Kepler-419 b,1,Transit,2014.0,0.96,2.54
733,Kepler-422 b,1,Transit,2014.0,1.15,0.45999999999999996
734,Kepler-423 b,1,Transit,2014.0,1.192,0.606
735,Kepler-424 b,1,Transit,2014.0,0.89,1.053
736,Kepler-425 b,1,Transit,2014.0,0.978,0.238
737,Kepler-426 b,1,Transit,2014.0,1.09,0.3385
738,Kepler-427 b,1,Transit,2014.0,1.23,0.291
739,Kepler-428 b,1,Transit,2014.0,1.08,1.275
740,Kepler-43 b,1,Transit,2011.0,1.16,3.135
741,Kepler-432 b,2,Transit,2015.0,1.145,4.87
742,Kepler-433 b,1,Transit,2015.0,1.45,2.815
743,Kepler-434 b,1,Transit,2015.0,1.13,2.92
744,Kepler-435 b,1,Transit,2015.0,1.99,0.845
745,Kepler-44 b,1,Transit,2011.0,1.145,1.01
746,Kepler-444 d,3,Transit,2015.0,0.04460701,0.00062927
747,Kepler-444 e,3,Transit,2015.0,0.04460701,0.00031463
748,Kepler-447 b,1,Transit,2015.0,1.65,1.37
749,Kepler-45 b,1,Transit,2011.0,0.96,0.5
750,Kepler-450 b,1,Transit,2015.0,0.5427246,0.06103892
751,Kepler-450 c,1,Transit,2015.0,0.23158176,0.0393292
752,Kepler-450 d,1,Transit,2015.0,0.08393255,0.05537552
753,Kepler-453 b,2,Transit,2015.0,0.55348381,0.05034138
754,Kepler-454 b,2,Transit,2015.0,0.21071862,0.018018134999999998
755,Kepler-46 b,1,Transit,2012.0,0.809,3.4425
756,Kepler-462 b,1,Transit,2016.0,0.26764207,0.16958752
757,Kepler-462 c,1,Transit,2018.0,0.3568561,0.01887802
758,Kepler-47 b,2,Transit,2012.0,0.27105138500000003,1.00325646
759,Kepler-47 c,2,Transit,2012.0,0.412922605,14.004986945
760,Kepler-47 d,2,Transit,2019.0,0.62806673,0.05984331
761,Kepler-48 b,1,Transit,2012.0,0.175361185,0.032897365
762,Kepler-48 c,1,Transit,2012.0,0.255385005,0.0388453
763,Kepler-48 d,1,Transit,2014.0,0.179322035,0.026486870000000003
764,Kepler-49 b,1,Transit,2012.0,0.20519226,0.027
765,Kepler-49 c,1,Transit,2012.0,0.24979927,0.026
766,Kepler-5 b,1,Transit,2009.0,1.4285,2.1125
767,Kepler-507 b,1,Transit,2016.0,0.114551,0.01792452
768,Kepler-51 b,1,Transit,2012.0,0.61468569,0.01101223
769,Kepler-51 c,1,Transit,2012.0,0.68605703,0.015857615
770,Kepler-51 d,1,Transit,2014.0,0.84396612,0.01950728
771,Kepler-52 b,1,Transit,2012.0,0.20600000000000002,0.33737875
772,Kepler-52 c,1,Transit,2012.0,0.18,0.170422185
773,Kepler-53 b,1,Transit,2012.0,0.2555,0.33662253
774,Kepler-53 c,1,Transit,2012.0,0.28049999999999997,0.112634335
775,Kepler-538 b,2,Transit,2016.0,0.19760906,0.03335116
776,Kepler-539 b,1,Transit,2016.0,0.747,0.97
777,Kepler-54 b,1,Transit,2012.0,0.180290755,0.038861115
778,Kepler-54 c,1,Transit,2012.0,0.13429676499999998,0.03430367
779,Kepler-549 b,1,Transit,2016.0,0.27656348,0.0346097
780,Kepler-55 b,1,Transit,2012.0,0.23,0.135
781,Kepler-55 c,1,Transit,2012.0,0.21,0.22
782,Kepler-553 b,1,Transit,2016.0,0.423,0.365
783,Kepler-553 c,1,Transit,2016.0,1.033,6.7
784,Kepler-56 b,1,Transit,2012.0,0.51799576,0.107609865
785,Kepler-56 c,1,Transit,2012.0,0.90983433,0.655616095
786,Kepler-57 b,1,Transit,2012.0,0.211,0.36183046
787,Kepler-57 c,1,Transit,2012.0,0.15,0.023
788,Kepler-58 b,1,Transit,2012.0,0.2425,0.110847745
789,Kepler-58 c,1,Transit,2012.0,0.255,0.16675665
790,Kepler-595 b,1,Transit,2016.0,0.3308056,0.05474625
791,Kepler-595 c,1,Transit,2020.0,0.09001695,0.01038291
792,Kepler-6 b,1,Transit,2009.0,1.2365,0.6575
793,Kepler-60 b,1,Transit,2012.0,0.16054078,0.014866480000000001
794,Kepler-60 c,1,Transit,2012.0,0.17615325,0.012097690000000001
795,Kepler-60 d,1,Transit,2012.0,0.17753591,0.01308876
796,Kepler-62 b,1,Transit,2013.0,0.117,0.03
797,Kepler-62 c,1,Transit,2013.0,0.048,0.013
798,Kepler-62 d,1,Transit,2013.0,0.174,0.044
799,Kepler-62 e,1,Transit,2013.0,0.144,0.113
800,Kepler-62 f,1,Transit,2013.0,0.126,0.11
801,Kepler-63 b,1,Transit,2013.0,0.545,0.378
802,Kepler-643 b,1,Transit,2016.0,1.14,1.01
803,Kepler-65 b,1,Transit,2012.0,0.132259905,0.00766147
804,Kepler-65 c,1,Transit,2012.0,0.233,0.017
805,Kepler-65 d,1,Transit,2012.0,0.15019195000000002,0.01318331
806,Kepler-68 b,2,Transit,2013.0,0.20786868,0.02526521
807,Kepler-68 c,2,Transit,2013.0,0.08617034000000001,0.01169964
808,Kepler-7 b,1,Transit,2009.0,1.622,0.441
809,Kepler-74 b,1,Transit,2013.0,0.96,0.63
810,Kepler-75 b,1,Transit,2013.0,1.05,10.1
811,Kepler-76 b,1,Orbital Brightness Modulation,2013.0,1.25,2.0
812,Kepler-77 b,1,Transit,2013.0,0.96,0.522
813,Kepler-78 b,2,Transit,2013.0,0.10705683,0.00588365
814,Kepler-79 b,1,Transit,2012.0,0.29779641,0.0393292
815,Kepler-79 c,1,Transit,2012.0,0.31697743,0.02989019
816,Kepler-79 d,1,Transit,2014.0,0.62782367,0.027276799999999997
817,Kepler-79 e,1,Transit,2014.0,0.30457668,0.013
818,Kepler-8 b,1,Transit,2010.0,1.4175,0.59
819,Kepler-80 b,1,Transit,2012.0,0.224685705,0.01640817
820,Kepler-80 c,1,Transit,2012.0,0.234053185,0.01609354
821,Kepler-80 d,1,Transit,2014.0,0.11678136,0.01872079
822,Kepler-80 e,1,Transit,2014.0,0.11865486,0.00934467
823,Kepler-80 g,1,Transit,2017.0,0.09367489,0.00020451
824,Kepler-81 b,1,Transit,2012.0,0.25,0.054
825,Kepler-81 c,1,Transit,2012.0,0.241,0.014
826,Kepler-82 b,1,Transit,2012.0,0.35755054,0.09911399
827,Kepler-82 c,1,Transit,2012.0,0.473701445,0.050867035000000005
828,Kepler-83 b,2,Transit,2012.0,0.242,0.132
829,Kepler-83 c,2,Transit,2012.0,0.208,0.036
830,Kepler-83 d,2,Transit,2014.0,0.19,0.077
831,Kepler-84 b,1,Transit,2012.0,0.174,0.126
832,Kepler-84 c,1,Transit,2012.0,0.184,0.064
833,Kepler-849 b,1,Transit,2016.0,0.721,0.94
834,Kepler-85 b,1,Transit,2012.0,0.15862281,0.00578929
835,Kepler-85 c,1,Transit,2012.0,0.18373282000000002,0.036382330000000004
836,Kepler-85 e,1,Transit,2014.0,0.10705683,0.0018878
837,Kepler-87 b,1,Transit,2013.0,1.204,1.02
838,Kepler-87 c,1,Transit,2013.0,0.548,0.02
839,Kepler-9 b,1,Transit,2010.0,0.73556963,0.13763281
840,Kepler-9 c,1,Transit,2010.0,0.7404764,0.09407545
841,Kepler-9 d,1,Transit,2010.0,0.13444577,0.026473
842,Kepler-91 b,1,Transit,2013.0,1.3755,0.785
843,Kepler-92 b,1,Transit,2013.0,0.32172466,0.13142121
844,Kepler-92 c,1,Transit,2013.0,0.22537658,0.029480270000000003
845,Kepler-92 d,1,Transit,2015.0,0.18395964,0.0373364
846,Kepler-93 b,1,Transit,2014.0,0.13292928,0.012302174999999999
847,Kepler-94 b,1,Transit,2014.0,0.29232858500000003,0.034299640000000006
848,Kepler-95 b,1,Transit,2014.0,0.29145108,0.036580565
849,Kepler-96 b,1,Transit,2014.0,0.22485262,0.033900175
850,Kepler-97 b,1,Transit,2014.0,0.138397305,0.01083348
851,Kepler-98 b,1,Transit,2014.0,0.172415255,0.00872515
852,Kepler-99 b,2,Transit,2014.0,0.14682804500000002,0.0154869
853,L 168-9 b,1,Transit,2020.0,0.13471329999999998,0.0136394
854,L 98-59 b,1,Transit,2019.0,0.07467227,0.00141586
855,L 98-59 c,1,Transit,2019.0,0.11999296500000001,0.0069849
856,L 98-59 d,1,Transit,2019.0,0.14060154,0.00610392
857,LHS 1140 b,1,Transit,2017.0,0.14996890000000002,0.020498429999999998
858,LHS 1140 c,1,Transit,2018.0,0.112499075,0.00582074
859,LHS 1478 b,1,Transit,2021.0,0.11080401,0.007331
860,LHS 1678 b,2,Transit,2021.0,0.06209307,0.00110122
861,LHS 1678 c,2,Transit,2021.0,0.08760832,0.00440489
